0.52358	0.12500	6.12200	253.20700	534720000.00000	1047430000.00000	69090000.00000	1047430000.00000	0.00000	29.14000	180.34000	0.00000	0.00000	0.00000	0.13313	0.00000
0.55610	0.12500	5.54600	241.66600	408900000.00000	922950000.00000	57450000.00000	922950000.00000	0.00000	22.16000	162.43000	0.00000	0.00000	0.00000	0.14035	0.00000
0.58862	0.12500	4.97100	220.63800	314540000.00000	760820000.00000	45920000.00000	760820000.00000	0.00000	17.33000	134.83000	0.00000	0.00000	0.00000	0.13950	0.00000
0.62115	0.12500	4.40100	200.29300	238630000.00000	648030000.00000	35980000.00000	648030000.00000	0.00000	13.30000	116.30000	0.00000	0.00000	0.00000	0.15134	0.00000
0.65366	0.12500	3.83400	179.40400	175880000.00000	539700000.00000	27440000.00000	539700000.00000	0.00000	9.96000	97.98000	0.00000	0.00000	0.00000	0.17418	0.00000
0.68618	0.12500	3.33200	165.09400	126010000.00000	531150000.00000	20900000.00000	531150000.00000	0.00000	7.30000	98.93000	0.00000	0.00000	0.00000	0.24922	0.00000
0.71870	0.12500	2.89000	154.41100	107260000.00000	460010000.00000	18540000.00000	460010000.00000	0.00000	6.22000	85.78000	0.00000	0.00000	0.00000	0.26022	0.00000
0.75122	0.12500	2.50300	138.93500	90880000.00000	375750000.00000	16280000.00000	375750000.00000	0.00000	5.19000	69.96000	0.00000	0.00000	0.00000	0.22554	0.00000
0.78376	0.12500	2.11600	129.55500	76310000.00000	328890000.00000	14530000.00000	328890000.00000	0.00000	4.36000	61.41000	0.00000	0.00000	0.00000	0.22795	0.00000
0.81626	0.12500	1.73000	107.26400	61050000.00000	244040000.00000	9070000.00000	244040000.00000	0.00000	3.36000	45.44000	0.00000	0.00000	0.00000	0.20600	0.00000
0.84878	0.12500	1.34200	98.77600	49480000.00000	211600000.00000	8060000.00000	211600000.00000	0.00000	2.75000	39.57000	0.00000	0.00000	0.00000	0.21662	0.00000
0.88130	0.12500	0.95400	90.24800	39360000.00000	181520000.00000	7080000.00000	181520000.00000	0.00000	2.21000	34.09000	0.00000	0.00000	0.00000	0.22784	0.00000
0.89756	0.12500	0.76000	83.00100	34670000.00000	160250000.00000	6090000.00000	160250000.00000	0.00000	1.93000	30.12000	0.00000	0.00000	0.00000	0.23124	0.00000
0.91382	0.12500	0.57400	72.90600	30410000.00000	109230000.00000	5750000.00000	109230000.00000	0.00000	1.69000	20.15000	0.00000	0.00000	0.00000	0.14826	0.00000
0.93008	0.12500	0.40400	68.77200	26520000.00000	100080000.00000	5330000.00000	100080000.00000	0.00000	1.49000	18.53000	0.00000	0.00000	0.00000	0.15346	0.00000
0.93821	0.12500	0.31900	66.26400	23840000.00000	92240000.00000	4940000.00000	92240000.00000	0.00000	1.34000	17.11000	0.00000	0.00000	0.00000	0.15382	0.00000
0.94636	0.12500	0.25300	59.34000	19630000.00000	63230000.00000	4240000.00000	63230000.00000	0.00000	1.10000	11.55000	0.00000	0.00000	0.00000	0.09470	0.00000
0.95447	0.12500	0.21600	55.91400	16000000.00000	53320000.00000	3660000.00000	53320000.00000	0.00000	0.89000	9.77000	0.00000	0.00000	0.00000	0.09018	0.00000
0.96260	0.12500	0.17800	52.48400	12830000.00000	44530000.00000	3130000.00000	44530000.00000	0.00000	0.71000	8.19000	0.00000	0.00000	0.00000	0.08561	0.00000
0.97073	0.12500	0.14000	49.11400	10080000.00000	36900000.00000	2640000.00000	36900000.00000	0.00000	0.56000	6.82000	0.00000	0.00000	0.00000	0.08035	0.00000
0.97886	0.12500	0.10100	45.81800	7550000.00000	29920000.00000	2170000.00000	29920000.00000	0.00000	0.42000	5.57000	0.00000	0.00000	0.00000	0.07096	0.00000
0.98699	0.12500	0.06200	41.66900	4600000.00000	21310000.00000	1580000.00000	21310000.00000	0.00000	0.25000	4.01000	0.00000	0.00000	0.00000	0.05424	0.00000
0.99512	0.12500	0.02300	11.45300	250000.00000	4850000.00000	250000.00000	4850000.00000	0.00000	0.04000	0.94000	0.00000	0.00000	0.00000	0.05387	0.00000
1.00000	0.12500	0.00000	10.31900	170000.00000	3530000.00000	190000.00000	3530000.00000	0.00000	0.02000	0.68000	0.00000	0.00000	0.00000	0.05181	0.00000
Blade Mode Shapes
0.0622
1.7254
-3.2452
4.7131
-2.2555
-0.5809
1.2067
-15.5349
29.7347
-13.8255
0.3627
2.5337
-3.5772
2.3760
-0.6952
