1.000000  	0.292000  	0.011800  	-0.071800 
1.500000  	0.369000  	0.012200  	-0.078300 
2.000000  	0.444000  	0.012400  	-0.083500 
2.500000  	0.514000  	0.012400  	-0.086600 
3.000000  	0.580000  	0.012300  	-0.088700 
3.500000  	0.645000  	0.012000  	-0.090000 
4.000000  	0.710000  	0.011900  	-0.091400 
4.500000  	0.776000  	0.012200  	-0.093300 
5.000000  	0.841000  	0.012500  	-0.094700 
5.500000  	0.904000  	0.012900  	-0.095700 
6.000000  	0.967000  	0.013500  	-0.096700 
6.500000  	1.027000  	0.014400  	-0.097300 
7.000000  	1.084000  	0.015800  	-0.097200 
7.500000  	1.140000  	0.017400  	-0.097200 
8.000000  	1.193000  	0.019800  	-0.096800 
8.500000  	1.242000  	0.023100  	-0.095800 
9.000000  	1.287000  	0.027500  	-0.094800 
9.500000  	1.333000  	0.032300  	-0.094200 
10.000000 	1.368000  	0.039300  	-0.092600 
10.500000 	1.400000  	0.047500  	-0.090800 
11.000000 	1.425000  	0.058000  	-0.089000 
11.500000 	1.449000  	0.069100  	-0.087700 
12.000000 	1.473000  	0.081600  	-0.087000 
12.500000 	1.494000  	0.097300  	-0.087000 
13.000000 	1.513000  	0.112900  	-0.087600 
13.500000 	1.538000  	0.128800  	-0.088600 
14.500000 	1.587000  	0.165000  	-0.091700 
15.000000 	1.614000  	0.184500  	-0.093900 
15.500000 	1.631000  	0.205200  	-0.096600 
16.000000 	1.649000  	0.225000  	-0.099600 
16.500000 	1.666000  	0.246700  	-0.103100 
17.000000 	1.681000  	0.268400  	-0.106900 
17.500000 	1.699000  	0.290000  	-0.111000 
18.000000 	1.719000  	0.312100  	-0.115700 
19.000000 	1.751000  	0.355400  	-0.124200 
19.500000 	1.767000  	0.378300  	-0.129100 
20.500000 	1.798000  	0.421200  	-0.138400 
21.000000 	1.810000  	0.441500  	-0.141600 
22.000000 	1.830000  	0.483000  	-0.147900 
23.000000 	1.847000  	0.525700  	-0.154200 
24.000000 	1.861000  	0.569400  	-0.160300 
25.000000 	1.872000  	0.614100  	-0.166400 
26.000000 	1.881000  	0.659300  	-0.172400 
28.000000 	1.894000  	0.751300  	-0.184100 
30.000000 	1.904000  	0.844100  	-0.195400 
32.000000 	1.915000  	0.936400  	-0.206300 
35.000000 	1.929000  	1.072200  	-0.222000 
40.000000 	1.903000  	1.287300  	-0.246800 
45.000000 	1.820000  	1.479600  	-0.270100 
50.000000 	1.690000  	1.640100  	-0.292100 
55.000000 	1.522000  	1.760900  	-0.312700 
60.000000 	1.323000  	1.836000  	-0.332100 
65.000000 	1.106000  	1.861400  	-0.350200 
70.000000 	0.880000  	1.834700  	-0.367200 
75.000000 	0.658000  	1.756700  	-0.383000 
80.000000 	0.449000  	1.633400  	-0.397700 
85.000000 	0.267000  	1.484700  	-0.411200 
90.000000 	0.124000  	1.387900  	-0.423400 
95.000000 	0.002000  	1.391200  	-0.434300 
100.000000	-0.118000 	1.379500  	-0.443700 
105.000000	-0.235000 	1.352800  	-0.451400 
110.000000	-0.348000 	1.311400  	-0.457300 
115.000000	-0.453000 	1.255700  	-0.461000 
120.000000	-0.549000 	1.186400  	-0.462300 
125.000000	-0.633000 	1.104100  	-0.460600 
130.000000	-0.702000 	1.010200  	-0.455400 
135.000000	-0.754000 	0.906000  	-0.446200 
140.000000	-0.787000 	0.793500  	-0.432300 
145.000000	-0.797000 	0.675000  	-0.412700 
150.000000	-0.782000 	0.553200  	-0.386300 
155.000000	-0.739000 	0.431800  	-0.352100 
160.000000	-0.664000 	0.314700  	-0.308500 
170.000000	-0.410000 	0.114400  	-0.185800 
175.000000	-0.226000 	0.070200  	-0.102200 
180.000000	0.000000  	0.060200  	0.000000  
